no_evenm,annee,DT_ACCDN,HR_ACCDN,CD_ETAT_VICTM,CD_MUNCP,CIVIC_NUMBER,STREET_TYPE,STREET OF ACCIDENT,STREET_DIR,INTERSECTION TYPE,INTERSECTION,INTERSECTION DIRECTION,Geocoding address,NB_MORT_C,NB_BLESE_GRAVE_C,NB_BLESE_LEGER_C,nb_veh_accdn_c,agecond_1,agecond_2,agecond_3,agecond_4,agecond_5,agecond_6,agecond_7,agecond_8
301090702070001,2007,2/7/2007,8:10,2,66062,,CH,COTE ST LUC,,,GLENMORE,,"CH COTE ST LUC  &  GLENMORE , Montreal, QC",0,1,0,1,18,,,,,,,
301090703020002,2007,3/2/2007,15:35,3,66058,,,KILDARE,,,KELLERT,," KILDARE  &  KELLERT , Montreal, QC",0,0,1,2,43,,,,,,,
301090703230001,2007,3/23/2007,6:40,3,66058,,,COTE ST LUC,,,CAVENDISH,," COTE ST LUC  &  CAVENDISH , Montreal, QC",0,0,1,1,,,,,,,,
301090704170001,2007,4/17/2007,7:44,3,66047,,,WESTMINSTER,,,MILNER,," WESTMINSTER  &  MILNER , Montreal, QC",0,0,1,1,50,,,,,,,
301090704230005,2007,4/23/2007,15:25,3,66058,6901,,KILDARE,,,EINSTEIN,,"6901 KILDARE, Montreal, QC",0,0,1,1,34,,,,,,,
301090705260004,2007,5/26/2007,11:55,3,66058,5478,,WESTMINSTER,,,COTE ST LUC,,"5478 WESTMINSTER, Montreal, QC",0,0,1,1,66,,,,,,,
301090706030001,2007,6/3/2007,12:49,3,66058,,,COTE ST LUC,,,SILVERSON,," COTE ST LUC  &  SILVERSON , Montreal, QC",0,0,1,1,43,,,,,,,
301090706290005,2007,6/29/2007,18:55,3,66058,,,RANDALL,,,FLECT,," RANDALL  &  FLECT , Montreal, QC",0,0,1,1,23,,,,,,,
301090708170003,2007,8/17/2007,11:27,3,66047,120,,WESTMINSTER,,,CURZON,,"120 WESTMINSTER, Montreal, QC",0,0,1,1,35,,,,,,,
301090708260002,2007,8/26/2007,10:45,3,66058,7151,,COTE ST LUC,,,ST IGNATIUS,,"7151 COTE ST LUC, Montreal, QC",0,0,1,1,64,,,,,,,
301090708280005,2007,8/28/2007,20:40,3,66023,5850,,CAVENDISH,,,MACKLE,,"5850 CAVENDISH, Montreal, QC",0,0,1,2,48,33,,,,,,
301090709050007,2007,9/5/2007,16:59,3,66058,6005,,CAVENDISH,,,COLLINS,,"6005 CAVENDISH, Montreal, QC",0,0,1,1,69,,,,,,,
301090709230008,2007,9/23/2007,16:00,3,66058,6655,,MACKLE,,,CAVENDISH,,"6655 MACKLE, Montreal, QC",0,0,1,1,79,,,,,,,
301090710030010,2007,10/3/2007,13:50,3,66047,,,MILNER,,,WESTMINSTER,," MILNER  &  WESTMINSTER , Montreal, QC",0,0,1,1,41,,,,,,,
301090710160008,2007,10/16/2007,16:04,3,66023,,,KILDARE,,,CALDWELL,," KILDARE  &  CALDWELL , Montreal, QC",0,0,1,1,50,,,,,,,
301090711040003,2007,11/4/2007,18:30,3,66058,,,CAVENDISH,,,KILDARE,," CAVENDISH  &  KILDARE , Montreal, QC",0,0,1,1,64,,,,,,,
301090711200010,2007,11/20/2007,17:07,3,66058,,,EINSTEIN,,,GUELPH,," EINSTEIN  &  GUELPH , Montreal, QC",0,0,1,1,51,,,,,,,
301090711200011,2007,11/20/2007,17:24,3,66023,,,WESTMINSTER,,,AVON,," WESTMINSTER  &  AVON , Montreal, QC",0,0,1,1,76,,,,,,,
301090711210004,2007,11/21/2007,10:20,3,66058,,,WESTMINSTER,,,COTE ST LUC,," WESTMINSTER  &  COTE ST LUC , Montreal, QC",0,0,1,1,,,,,,,,
301090711300009,2007,11/30/2007,16:30,2,66058,7400,,COTE ST LUC,,,,,"7400 COTE ST LUC, Montreal, QC",0,1,0,1,,,,,,,,
301090712110010,2007,12/11/2007,16:50,3,66058,,,,,,SUNNYBROOKE,,"   &  SUNNYBROOKE , Montreal, QC",0,0,1,1,60,,,,,,,
301100701050015,2007,1/5/2007,15:55,3,66023,11802,,MICHEL SARRAZIN,,,,,"11802 MICHEL SARRAZIN, Montreal, QC",0,0,1,2,17,,,,,,,
301100701090003,2007,1/9/2007,10:35,3,66023,,,SALABERRY,,,POUTRINCOURT,," SALABERRY  &  POUTRINCOURT , Montreal, QC",0,0,1,1,87,,,,,,,
301100701300020,2007,1/30/2007,19:10,3,66023,,,HENRI BOURASSA,,,BOIS DE BOULOGNE,," HENRI BOURASSA  &  BOIS DE BOULOGNE , Montreal, QC",0,0,1,1,,,,,,,,
301100703110013,2007,3/11/2007,21:36,2,66023,12419,,LACHAPELLE,,,BOCAGE,,"12419 LACHAPELLE, Montreal, QC",0,1,0,1,26,,,,,,,
301100703150007,2007,3/15/2007,17:40,3,66023,12000,,LACHAPELLE,,,,,"12000 LACHAPELLE, Montreal, QC",0,0,2,1,32,,,,,,,
301100703150007,2007,3/15/2007,17:40,3,66023,12000,,LACHAPELLE,,,,,"12000 LACHAPELLE, Montreal, QC",0,0,2,1,32,,,,,,,
301100703260006,2007,3/26/2007,13:00,3,66023,,,L'ACADIE,,,ARTHUR LISMER,," L'ACADIE  &  ARTHUR LISMER , Montreal, QC",0,0,1,1,35,,,,,,,
301100704110016,2007,4/11/2007,13:57,3,66023,,,BEAUHARNOIS,,,CHARLES DE LA TOUR,," BEAUHARNOIS  &  CHARLES DE LA TOUR , Montreal, QC",0,0,1,1,25,,,,,,,
301100704250008,2007,4/25/2007,17:03,3,66023,,,LOUISBOURG,,,GRENET,," LOUISBOURG  &  GRENET , Montreal, QC",0,0,1,1,57,,,,,,,
301100705140014,2007,5/14/2007,16:20,3,66023,,,SALABERRY,,,L'ACADIE,," SALABERRY  &  L'ACADIE , Montreal, QC",0,0,1,1,,,,,,,,
301100705190087,2007,5/19/2007,14:30,3,66023,,,TAYLOR,,,SALABERRY,," TAYLOR  &  SALABERRY , Montreal, QC",0,0,1,1,,,,,,,,
301100706280010,2007,6/28/2007,17:42,1,66023,12185,,LAURENTIEN,,,EMILE NELLIGAN,,"12185 LAURENTIEN, Montreal, QC",1,0,0,1,27,,,,,,,
301100707050013,2007,7/5/2007,18:15,1,66023,,,L'ACADIE,,,ARTHUR LISMER,," L'ACADIE  &  ARTHUR LISMER , Montreal, QC",1,0,0,2,56,21,,,,,,
301100707290008,2007,7/28/2007,15:30,3,66023,1011,,MARCHE CENTRAL,,,,,"1011 MARCHE CENTRAL, Montreal, QC",0,0,1,1,41,,,,,,,
301100707300002,2007,7/30/2007,8:01,3,66023,,,RANGER,,,GRENET,," RANGER  &  GRENET , Montreal, QC",0,0,1,1,59,,,,,,,
301100708090007,2007,8/9/2007,14:00,3,66023,12027,,ST GERMAIN,,,,,"12027 ST GERMAIN, Montreal, QC",0,0,2,1,54,,,,,,,
301100708090007,2007,8/9/2007,14:00,3,66023,12027,,ST GERMAIN,,,,,"12027 ST GERMAIN, Montreal, QC",0,0,2,1,54,,,,,,,
301100708310012,2007,8/31/2007,19:55,3,66023,,,LOUIS CARRIER,,,BOIS DE BOULOGNE,," LOUIS CARRIER  &  BOIS DE BOULOGNE , Montreal, QC",0,0,1,1,80,,,,,,,
301100709300013,2007,9/30/2007,18:35,3,66023,,,SAUVE,,,L'ACADIE,," SAUVE  &  L'ACADIE , Montreal, QC",0,0,1,1,24,,,,,,,
301100710140011,2007,10/14/2007,22:15,1,66023,,,LAURENTIEN,,,BOCAGE,," LAURENTIEN  &  BOCAGE , Montreal, QC",1,0,0,1,57,,,,,,,
301100711150009,2007,11/15/2007,17:31,3,66023,,,SALABERRY,,,TAYLOR,," SALABERRY  &  TAYLOR , Montreal, QC",0,0,1,1,78,,,,,,,
301100711280003,2007,11/28/2007,8:25,3,66023,11926,,BOIS DE BOULOGNE,,,SALABERRY,,"11926 BOIS DE BOULOGNE, Montreal, QC",0,0,1,1,47,,,,,,,
301100711290010,2007,11/29/2007,,1,66023,,,GOUIN,,,GRENET,," GOUIN  &  GRENET , Montreal, QC",1,0,0,1,54,,,,,,,
301100711300006,2007,11/30/2007,,3,66023,2570,,SALABERRY,,,,,"2570 SALABERRY, Montreal, QC",0,0,1,1,,,,,,,,
301100712070014,2007,12/7/2007,19:50,3,66023,,,CHABANEL,,,L'ACADIE,," CHABANEL  &  L'ACADIE , Montreal, QC",0,0,1,1,36,,,,,,,
301100712170010,2007,12/17/2007,15:35,3,66023,9050,,L'ACADIE,,,,,"9050 L'ACADIE, Montreal, QC",0,0,1,2,53,,,,,,,
301100712300002,2007,12/29/2007,18:30,3,66023,,,SAUVE,,,L'ACADIE,," SAUVE  &  L'ACADIE , Montreal, QC",0,0,1,1,37,,,,,,,
301110701110019,2007,1/11/2007,18:47,2,66023,6220,,SHERBROOKE,,,KENSINGTON,,"6220 SHERBROOKE, Montreal, QC",0,1,0,1,56,,,,,,,
301110701290007,2007,1/29/2007,12:34,3,66023,,,SHERBROOKE,,,WILSON,," SHERBROOKE  &  WILSON , Montreal, QC",0,0,1,1,57,,,,,,,
301110702020016,2007,2/2/2007,18:15,3,66023,,,DE MAISONNEUVE,,,MARLOWE,," DE MAISONNEUVE  &  MARLOWE , Montreal, QC",0,0,1,1,41,,,,,,,
301110702050011,2007,2/5/2007,17:55,3,66023,,,DECARIE,,,COTE ST LUC,," DECARIE  &  COTE ST LUC , Montreal, QC",0,0,1,1,,,,,,,,
301110702210005,2007,2/21/2007,8:05,3,66023,,,SHERBROOKE,,,DECARIE,," SHERBROOKE  &  DECARIE , Montreal, QC",0,0,1,1,56,,,,,,,
301110702280019,2007,2/28/2007,19:25,3,66023,6600,,ST JACQUES,,,,,"6600 ST JACQUES, Montreal, QC",0,0,1,1,40,,,,,,,
301110704010009,2007,4/1/2007,14:42,1,66023,,,SHERBROOKE,,,GRAND BOULEVARD,," SHERBROOKE  &  GRAND BOULEVARD , Montreal, QC",1,0,0,1,50,,,,,,,
301110704110030,2007,4/11/2007,21:31,2,66023,,,WALKLEY,,,FIELDING,," WALKLEY  &  FIELDING , Montreal, QC",0,1,0,1,48,,,,,,,
301110704170014,2007,4/17/2007,14:13,3,66023,6963,,ST JACQUES,,,LILY SIMON,,"6963 ST JACQUES, Montreal, QC",0,0,1,1,,,,,,,,
301110704210019,2007,4/21/2007,18:35,3,66023,2253,,OXFORD,,,SHERBROOKE,,"2253 OXFORD, Montreal, QC",0,0,1,1,37,,,,,,,
301110705150011,2007,5/15/2007,15:50,3,66023,,,GIROUARD,,,UPPER LACHINE,," GIROUARD  &  UPPER LACHINE , Montreal, QC",0,0,1,1,44,,,,,,,
301110705170014,2007,5/17/2007,16:07,3,66023,,,SHERBROOKE,,,BENNY,," SHERBROOKE  &  BENNY , Montreal, QC",0,0,1,1,51,,,,,,,
301110705230003,2007,5/23/2007,8:49,2,66023,2525,,CAVENDISH,,,DE MAISONNEUVE,O,"2525 CAVENDISH, Montreal, QC",0,1,0,1,79,,,,,,,
301110705250015,2007,5/25/2007,18:19,3,66023,,,CONNAUGHT,,,CHESTER,," CONNAUGHT  &  CHESTER , Montreal, QC",0,0,1,1,46,,,,,,,
301110706030007,2007,6/3/2007,13:15,3,66023,,,SHERBROOKE,,,OXFORD,," SHERBROOKE  &  OXFORD , Montreal, QC",0,0,1,1,46,,,,,,,
301110706050013,2007,6/5/2007,17:20,3,66023,,,ST JACQUES,,,CAVENDISH,," ST JACQUES  &  CAVENDISH , Montreal, QC",0,0,1,1,31,,,,,,,
301110706060007,2007,6/6/2007,12:50,3,66023,6840,,FIELDING,,,,,"6840 FIELDING, Montreal, QC",0,0,1,1,49,,,,,,,
301110707160004,2007,7/16/2007,8:18,3,66023,,,WEST BROADWAY,,,SHERBROOKE,," WEST BROADWAY  &  SHERBROOKE , Montreal, QC",0,0,1,1,39,,,,,,,
301110707160031,2007,7/16/2007,21:10,3,66023,,,BESSBOROUGH,,,FIELDING,," BESSBOROUGH  &  FIELDING , Montreal, QC",0,0,1,1,,,,,,,,
301110707210005,2007,7/21/2007,12:19,3,66023,0,,SHERBROOKE,O,,GIROUARD,,"0 SHERBROOKE, Montreal, QC",0,0,1,1,58,,,,,,,
301110708010010,2007,8/1/2007,13:18,3,66023,,,MONKLAND,,,OXFORD,," MONKLAND  &  OXFORD , Montreal, QC",0,0,1,1,34,,,,,,,
301110708150020,2007,8/15/2007,16:43,3,66023,,,WALKLEY,,,SHERBROOKE,," WALKLEY  &  SHERBROOKE , Montreal, QC",0,0,1,1,63,,,,,,,
301110708170007,2007,8/17/2007,11:14,3,66023,,,CAVENDISH,,,SHERBROOKE,," CAVENDISH  &  SHERBROOKE , Montreal, QC",0,0,1,1,52,,,,,,,
301110708200003,2007,8/20/2007,9:48,1,66023,,,COTE ST LUC,,,CORONATION,," COTE ST LUC  &  CORONATION , Montreal, QC",1,0,0,1,55,,,,,,,
301110708220007,2007,8/22/2007,9:05,3,66023,5768,,SHERBROOKE,,,WILSON,,"5768 SHERBROOKE, Montreal, QC",0,0,1,1,64,,,,,,,
301110708240004,2007,8/24/2007,12:06,3,66023,,,SHERBROOKE,,,ADDINGTON,," SHERBROOKE  &  ADDINGTON , Montreal, QC",0,0,1,1,41,,,,,,,
301110708280016,2007,8/28/2007,20:05,3,66023,5860,,SHERBROOKE,,,DRAPER,,"5860 SHERBROOKE, Montreal, QC",0,0,1,1,40,,,,,,,
301110708300006,2007,8/30/2007,8:20,3,66023,,,FIELDING,,,WEST HILL,," FIELDING  &  WEST HILL , Montreal, QC",0,0,1,1,52,,,,,,,
301110709210009,2007,9/21/2007,12:05,3,66023,,,DECARIE,,,SHERBROOKE,," DECARIE  &  SHERBROOKE , Montreal, QC",0,0,1,1,82,,,,,,,
301110709230012,2007,9/23/2007,14:03,3,66023,,,COTE ST LUC,,,RANDALL,," COTE ST LUC  &  RANDALL , Montreal, QC",0,0,1,1,50,,,,,,,
301110709280012,2007,9/28/2007,17:14,3,66023,,,SHERBROOKE,,,DECARIE,," SHERBROOKE  &  DECARIE , Montreal, QC",0,0,1,1,38,,,,,,,
301110710030028,2007,10/3/2007,17:45,3,66023,,,CAVENDISH,,,TERREBONNE,," CAVENDISH  &  TERREBONNE , Montreal, QC",0,0,1,1,,,,,,,,
301110710050022,2007,10/5/2007,18:08,3,66023,5252,,DE MAISONNEUVE,O,,,,"5252 DE MAISONNEUVE, Montreal, QC",0,0,1,1,28,,,,,,,
301110710190036,2007,10/19/2007,21:35,3,66023,,,DECARIE,,,SHERBROOKE,," DECARIE  &  SHERBROOKE , Montreal, QC",0,0,1,1,43,,,,,,,
301110710200023,2007,10/20/2007,19:50,3,66023,,,CAVENDISH,,,COTE ST LUC,," CAVENDISH  &  COTE ST LUC , Montreal, QC",0,0,1,1,17,,,,,,,
301110710210007,2007,10/21/2007,13:45,3,66023,,,CAVENDISH,,,MONKLAND,," CAVENDISH  &  MONKLAND , Montreal, QC",0,0,1,1,36,,,,,,,
301110710210008,2007,10/21/2007,13:15,3,66023,4355,,BENNY,,,TERREBONNE,,"4355 BENNY, Montreal, QC",0,0,2,1,44,,,,,,,
301110710210008,2007,10/21/2007,13:15,3,66023,4355,,BENNY,,,TERREBONNE,,"4355 BENNY, Montreal, QC",0,0,2,1,44,,,,,,,
301110711070013,2007,11/7/2007,17:40,3,66023,,BD,DECARIE,,,SHERBROOKE,,"BD DECARIE  &  SHERBROOKE , Montreal, QC",0,0,1,1,39,,,,,,,
301110711120024,2007,11/12/2007,17:05,3,66023,2160,,DECARIE,O,,SHERBROOKE,,"2160 DECARIE, Montreal, QC",0,0,1,1,46,,,,,,,
301110711130012,2007,11/13/2007,11:45,3,66023,,,GIROUARD,,,GRAVEHILL,," GIROUARD  &  GRAVEHILL , Montreal, QC",0,0,1,1,19,,,,,,,
301110711140013,2007,11/14/2007,18:35,3,66023,,,GIROUARD,,,MONKLAND,," GIROUARD  &  MONKLAND , Montreal, QC",0,0,1,1,33,,,,,,,
301110712060005,2007,12/6/2007,7:00,2,66023,,,SHERBROOKE,,,DECARIE BRET ACC,," SHERBROOKE  &  DECARIE BRET ACC , Montreal, QC",0,1,0,1,36,,,,,,,
301110712060008,2007,12/6/2007,8:55,3,66023,,,SOMERLED,,,ROSEDALE,," SOMERLED  &  ROSEDALE , Montreal, QC",0,0,2,1,44,,,,,,,
301110712060008,2007,12/6/2007,8:55,3,66023,,,SOMERLED,,,ROSEDALE,," SOMERLED  &  ROSEDALE , Montreal, QC",0,0,2,1,44,,,,,,,
301110712100010,2007,12/10/2007,11:14,3,66023,,,FIELDING,,,WALKLEY,," FIELDING  &  WALKLEY , Montreal, QC",0,0,1,1,74,,,,,,,
301110804110004,2007,9/25/2007,1:00,3,66023,7401,,COFFEE,,,WEST BROADWAY,,"7401 COFFEE, Montreal, QC",0,0,1,1,,,,,,,,
301120701020013,2007,1/2/2007,23:10,3,66023,,,STE CATHERINE,O,,ST MARC,," STE CATHERINE O &  ST MARC , Montreal, QC",0,0,1,1,20,,,,,,,
301120701040009,2007,1/4/2007,10:15,3,66023,1080,,ST MATHIEU,,,RENE LEVESQUE,,"1080 ST MATHIEU, Montreal, QC",0,0,1,2,36,,,,,,,
301120701100004,2007,1/10/2007,5:53,3,66023,,,LAMBERT CLOSSE,,,DE MAISONNEUVE,O," LAMBERT CLOSSE  &  DE MAISONNEUVE O, Montreal, QC",0,0,1,1,50,,,,,,,
301120701200004,2007,1/20/2007,2:11,1,66023,,,DE MAISONNEUVE,,,CHOMEDEY,," DE MAISONNEUVE  &  CHOMEDEY , Montreal, QC",1,0,1,1,24,,,,,,,
301120701290004,2007,1/29/2007,11:09,3,66023,,,METCALFE,,,STE CATHERINE,O," METCALFE  &  STE CATHERINE O, Montreal, QC",0,0,1,1,36,,,,,,,
301120701310011,2007,1/31/2007,19:40,3,66032,,,CLARKE,,,MONTROSE,," CLARKE  &  MONTROSE , Montreal, QC",0,0,1,1,51,,,,,,,
301120702020003,2007,2/2/2007,8:40,3,66032,,,STE CATHERINE,O,,GREENE,," STE CATHERINE O &  GREENE , Montreal, QC",0,0,1,1,43,,,,,,,
301120702070002,2007,2/7/2007,8:30,3,66023,,,ATWATER,,,BARAT,," ATWATER  &  BARAT , Montreal, QC",0,0,1,1,61,,,,,,,
301120702070015,2007,2/6/2007,13:10,3,66023,,,DE MAISONNEUVE,,,VICTORIA,," DE MAISONNEUVE  &  VICTORIA , Montreal, QC",0,0,1,1,57,,,,,,,
301120703020003,2007,3/2/2007,7:45,3,66023,3545,,ATWATER,,,PICQUET,,"3545 ATWATER, Montreal, QC",0,0,1,1,34,,,,,,,
301120703070007,2007,3/7/2007,13:33,3,66032,266,,LANDSDOWNE,,,STE CATHERINE,,"266 LANDSDOWNE, Montreal, QC",0,0,1,1,27,,,,,,,
301120703140024,2007,3/14/2007,14:15,3,66023,,,DU FORT,,,STE CATHERINE,O," DU FORT  &  STE CATHERINE O, Montreal, QC",0,0,1,1,31,,,,,,,
301120703260005,2007,3/25/2007,15:20,3,66032,3,,WESTMOUNT SQUARE,,AV,GREENE,,"3 WESTMOUNT SQUARE, Montreal, QC",0,0,1,1,,,,,,,,
301120704130007,2007,4/13/2007,11:15,3,66032,,,GREENE,,,STE CATHERINE,O," GREENE  &  STE CATHERINE O, Montreal, QC",0,0,1,1,62,,,,,,,
301120704230015,2007,4/23/2007,21:00,3,66023,,,DE MAISONNEUVE,,,ATWATER,," DE MAISONNEUVE  &  ATWATER , Montreal, QC",0,0,1,1,46,,,,,,,
301120705200022,2007,5/20/2007,17:30,2,66032,21,,STANTON,,,COTE ST ANTOINE,,"21 STANTON, Montreal, QC",0,1,0,2,29,,,,,,,
301120705240007,2007,5/24/2007,12:20,3,66023,,,STE CATHERINE,O,,ST MATHIEU,," STE CATHERINE O &  ST MATHIEU , Montreal, QC",0,0,1,1,20,,,,,,,
301120706290009,2007,6/29/2007,12:55,3,66023,,,LAMBERT CLOSSE,,,STE CATHERINE,," LAMBERT CLOSSE  &  STE CATHERINE , Montreal, QC",0,0,1,1,57,,,,,,,
301120707090001,2007,7/9/2007,3:11,3,66023,2071,,STE CATHERINE,,,DU FORT,,"2071 STE CATHERINE, Montreal, QC",0,0,1,1,,,,,,,,
301120707120007,2007,7/12/2007,13:50,3,66032,,,DE MAISONNEUVE,O,,GREENE,," DE MAISONNEUVE O &  GREENE , Montreal, QC",0,0,1,1,47,,,,,,,
301120707230032,2007,7/23/2007,23:40,3,66023,,,STE CATHERINE,O,,TOWERS,," STE CATHERINE O &  TOWERS , Montreal, QC",0,0,1,1,40,,,,,,,
301120707280011,2007,7/28/2007,15:33,3,66023,,,ST MATHIEU,,,LINCOLN,," ST MATHIEU  &  LINCOLN , Montreal, QC",0,0,1,1,28,,,,,,,
301120708100010,2007,8/10/2007,11:04,3,66023,,,SHERBROOKE,,,ST MARC,," SHERBROOKE  &  ST MARC , Montreal, QC",0,0,1,1,61,,,,,,,
301120708110016,2007,8/11/2007,,3,66023,1265,,LAMBERT CLOSSE,,,,,"1265 LAMBERT CLOSSE, Montreal, QC",0,0,1,1,,,,,,,,
301120708130011,2007,8/13/2007,13:00,3,66023,1417,,CHOMEDEY,,,STE CATHERINE,O,"1417 CHOMEDEY, Montreal, QC",0,0,1,1,49,,,,,,,
301120708150012,2007,8/15/2007,18:00,3,66032,,,DE MAISONNEUVE,,,WOOD,," DE MAISONNEUVE  &  WOOD , Montreal, QC",0,0,1,1,56,,,,,,,
301120708270009,2007,8/27/2007,17:07,3,66023,,,ST MARC,,,DE MAISONNEUVE,," ST MARC  &  DE MAISONNEUVE , Montreal, QC",0,0,1,1,,,,,,,,
301120708310015,2007,8/31/2007,14:06,3,66032,,,DE MAISONNEUVE,,,ATWATER,," DE MAISONNEUVE  &  ATWATER , Montreal, QC",0,0,1,1,23,,,,,,,
301120708310018,2007,8/31/2007,15:20,3,66023,,,HOPE,,,RENE LEVESQUE,O," HOPE  &  RENE LEVESQUE O, Montreal, QC",0,0,1,1,42,,,,,,,
301120709050010,2007,9/5/2007,11:30,3,66032,10,,BETHUNE,,,STE CATHERINE,,"10 BETHUNE, Montreal, QC",0,0,1,2,,70,,,,,,
301120709060013,2007,9/6/2007,18:48,3,66023,,,ATWATER,,,RENE LEVESQUE,," ATWATER  &  RENE LEVESQUE , Montreal, QC",0,0,1,1,,,,,,,,
301120709120014,2007,9/12/2007,10:25,3,66023,,,STE CATHERINE,O,,LAMBERT CLOSSE,," STE CATHERINE O &  LAMBERT CLOSSE , Montreal, QC",0,0,1,1,74,,,,,,,
301120710020014,2007,10/2/2007,14:25,2,66023,,,DE MAISONNEUVE,O,,TOWERS,," DE MAISONNEUVE O &  TOWERS , Montreal, QC",0,1,0,1,57,,,,,,,
301120710120009,2007,10/12/2007,10:00,3,66023,,,STE CATHERINE,,,GREEN,," STE CATHERINE  &  GREEN , Montreal, QC",0,0,1,1,81,,,,,,,
301120710130005,2007,10/13/2007,10:03,3,66032,4380,,WESTMOUNT,,,,,"4380 WESTMOUNT, Montreal, QC",0,0,1,1,62,,,,,,,
301120711140018,2007,11/14/2007,17:02,3,66023,,,ATWATER,,,RENE LEVESQUE,," ATWATER  &  RENE LEVESQUE , Montreal, QC",0,0,1,1,40,,,,,,,
301120711280010,2007,11/28/2007,8:40,3,66032,,,GREENE,,,DORCHESTER,," GREENE  &  DORCHESTER , Montreal, QC",0,0,1,1,63,,,,,,,
301120711300015,2007,11/30/2007,23:20,3,66023,,,RENE LEVESQUE,,,ST MATHIEU,," RENE LEVESQUE  &  ST MATHIEU , Montreal, QC",0,0,1,1,49,,,,,,,
301120712030002,2007,12/3/2007,8:30,3,66032,,,GREENE,,,STE CATHERINE,," GREENE  &  STE CATHERINE , Montreal, QC",0,0,1,1,34,,,,,,,
301120712120010,2007,12/12/2007,10:46,3,66023,,,COTE DES NEIGES,,,CEDAR,," COTE DES NEIGES  &  CEDAR , Montreal, QC",0,0,1,1,49,,,,,,,
301120712180001,2007,12/18/2007,8:30,3,66032,222,,METCALFE,,,STE CATHERINE,,"222 METCALFE, Montreal, QC",0,0,1,3,63,24,,,,,,
301120712220002,2007,12/22/2007,3:32,3,66023,1500,,ATWATER,,,,,"1500 ATWATER, Montreal, QC",0,0,1,1,48,,,,,,,
301130701020006,2007,1/2/2007,11:12,3,66023,,,SHEVCHENKO,,,JEAN BRILLON,," SHEVCHENKO  &  JEAN BRILLON , Montreal, QC",0,0,1,1,37,,,,,,,
301130701040011,2007,1/3/2007,19:00,3,66023,7077,,NEWMAN,,,,,"7077 NEWMAN, Montreal, QC",0,0,2,1,,,,,,,,
301130701040011,2007,1/3/2007,19:00,3,66023,7077,,NEWMAN,,,,,"7077 NEWMAN, Montreal, QC",0,0,2,1,,,,,,,,
301130701040012,2007,1/4/2007,17:30,3,66023,,,SHEVCHENKO,,,JEAN BRILLON,," SHEVCHENKO  &  JEAN BRILLON , Montreal, QC",0,0,1,1,72,,,,,,,
301130701120016,2007,1/12/2007,17:15,3,66023,,,RED CROSS,,,90E AV,," RED CROSS  &  90E AV , Montreal, QC",0,0,1,1,,,,,,,,
301130701290003,2007,1/29/2007,6:49,3,66023,,,SHEVCHENKO,,,BOURSIER,," SHEVCHENKO  &  BOURSIER , Montreal, QC",0,0,1,1,57,,,,,,,
301130701310008,2007,1/31/2007,15:58,3,66023,,,GEORGE,,,RAYMOND,," GEORGE  &  RAYMOND , Montreal, QC",0,0,1,1,40,,,,,,,
301130702020018,2007,2/2/2007,21:15,3,66023,,,LAPIERRE,,,CORNER,," LAPIERRE  &  CORNER , Montreal, QC",0,0,1,2,,56,,,,,,
301130702060006,2007,2/6/2007,14:20,3,66023,,,DOLLARD,,,NEWMAN,," DOLLARD  &  NEWMAN , Montreal, QC",0,0,1,1,36,,,,,,,
301130702090006,2007,2/9/2007,13:10,3,66023,,,NEWMAN,,,LAPIERRE,," NEWMAN  &  LAPIERRE , Montreal, QC",0,0,1,1,44,,,,,,,
301130702140017,2007,2/14/2007,16:15,3,66023,7071,,NEWMAN,,,ANGRIGNON,,"7071 NEWMAN, Montreal, QC",0,0,1,1,47,,,,,,,
301130702200023,2007,2/20/2007,19:00,3,66023,,,BISHOP POWER,,,CHAMPLAIN,," BISHOP POWER  &  CHAMPLAIN , Montreal, QC",0,0,1,1,47,,,,,,,
301130703150012,2007,3/15/2007,10:38,1,66023,,,DOLLARD,,,NEWMAN,," DOLLARD  &  NEWMAN , Montreal, QC",1,0,0,1,42,,,,,,,
301130704060003,2007,4/6/2007,4:19,2,66023,8481,BD,NEWMAN,,,SHEVCHENKO,,"8481 BD NEWMAN , Montreal, QC",0,1,2,1,19,,,,,,,
301130704060003,2007,4/6/2007,4:19,3,66023,8481,BD,NEWMAN,,,SHEVCHENKO,,"8481 BD NEWMAN , Montreal, QC",0,1,2,1,19,,,,,,,
301130704060003,2007,4/6/2007,4:19,3,66023,8481,BD,NEWMAN,,,SHEVCHENKO,,"8481 BD NEWMAN , Montreal, QC",0,1,2,1,19,,,,,,,
301130704060019,2007,4/6/2007,16:20,3,66023,7071,,NEWMAN,,,ANGRIGNON,,"7071 NEWMAN, Montreal, QC",0,0,1,1,30,,,,,,,
301130704230008,2007,4/23/2007,9:55,3,66023,,,LAFLEUR,,,SMITH,," LAFLEUR  &  SMITH , Montreal, QC",0,0,1,1,80,,,,,,,
301130705030013,2007,5/3/2007,21:50,3,66023,,,NEWMAN,,,LAPIERRE,," NEWMAN  &  LAPIERRE , Montreal, QC",0,0,1,2,36,45,,,,,,
301130705060017,2007,5/6/2007,18:30,3,66023,,,REJEANE,,,DAVID BOYER,," REJEANE  &  DAVID BOYER , Montreal, QC",0,0,1,1,22,,,,,,,
301130706140013,2007,6/14/2007,,3,66023,,,DOLLARD,,,NEWMAN,," DOLLARD  &  NEWMAN , Montreal, QC",0,0,1,1,53,,,,,,,
