ID,Year,Date,Time,Date and time,Civic number,Street of accident,Street direction,Corner street,Corner street direction,Intersections,Duplicate count,Geocoding address
163,2006,5/26/06,9:45,5/26/06 9:45,,ATWATER,,DE MAISONNEUVE,,DE MAISONNEUVE & ATWATER,6,"DE MAISONNEUVE & ATWATER, Montreal, Canada"
164,2006,5/26/06,20:30,5/26/06 20:30,,MASSON,,1RE AV,,MASSON & 1RE AV,2,"MASSON & 1RE AV, Montreal, Canada"
165,2006,5/27/06,21:15,5/27/06 21:15,,DE LOUVAIN,,15E AV,,DE LOUVAIN & 15E AV,1,"DE LOUVAIN & 15E AV, Montreal, Canada"
166,2006,5/28/06,0:25,5/28/06 0:25,,ST HUBERT,,BELLECHASSE,,ST HUBERT & BELLECHASSE,1,"ST HUBERT & BELLECHASSE, Montreal, Canada"
167,2006,5/28/06,11:15,5/28/06 11:15,,SHERBROOKE,,TRIANON,,TRIANON & SHERBROOKE,3,"TRIANON & SHERBROOKE, Montreal, Canada"
168,2006,5/28/06,19:30,5/28/06 19:30,4330,HENRI BOURASSA,,,,,1,"4330 HENRI BOURASSA , Montreal, Canada"
169,2006,5/29/06,14:50,5/29/06 14:50,,BELANGER,,GALERIES D'ANJOU,,GALERIES D'ANJOU & BELANGER,1,"GALERIES D'ANJOU & BELANGER, Montreal, Canada"
170,2006,5/29/06,16:32,5/29/06 16:32,,PIE IX,,42E RUE,,PIE IX & 42E RUE,2,"PIE IX & 42E RUE, Montreal, Canada"
171,2006,5/29/06,17:22,5/29/06 17:22,,MAGUIRE,,DE GASPE,,MAGUIRE & DE GASPE,1,"MAGUIRE & DE GASPE, Montreal, Canada"
172,2006,5/29/06,19:30,5/29/06 19:30,4217,CHRISTOPHE COLOMB,,RACHEL,,RACHEL & CHRISTOPHE COLOMB,1,"4217 CHRISTOPHE COLOMB , Montreal, Canada"
173,2006,5/30/06,11:45,5/30/06 11:45,6000,HENRI BOURASSA,,PLACE BOURASSA,,PLACE BOURASSA & HENRI BOURASSA,1,"6000 HENRI BOURASSA , Montreal, Canada"
174,2006,5/30/06,12:45,5/30/06 12:45,,DU PARC,,FAIRMOUNT,,FAIRMOUNT & DU PARC,3,"FAIRMOUNT & DU PARC, Montreal, Canada"
175,2006,5/30/06,14:45,5/30/06 14:45,,UNIVERSITY,,CATHCART,,UNIVERSITY & CATHCART,3,"UNIVERSITY & CATHCART, Montreal, Canada"
176,2006,5/30/06,19:51,5/30/06 19:51,,LAURIER,,CHRISTOPHE COLOMB,,LAURIER & CHRISTOPHE COLOMB,3,"LAURIER & CHRISTOPHE COLOMB, Montreal, Canada"
177,2006,5/30/06,21:36,5/30/06 21:36,,BEAUBIEN,,ST DENIS,,ST DENIS & BEAUBIEN,5,"ST DENIS & BEAUBIEN, Montreal, Canada"
178,2006,5/31/06,11:37,5/31/06 11:37,6744,DE L'ASSOMPTION,,ST ZOTIQUE,,ST ZOTIQUE & DE L'ASSOMPTION,2,"6744 DE L'ASSOMPTION , Montreal, Canada"
179,2006,5/31/06,13:30,5/31/06 13:30,,DES LAURENTIDES,,HENRI BOURASSA,,HENRI BOURASSA & DES LAURENTIDES,1,"HENRI BOURASSA & DES LAURENTIDES, Montreal, Canada"
180,2006,5/31/06,16:49,5/31/06 16:49,,RACHEL,,CARTIER,,RACHEL & CARTIER,2,"RACHEL & CARTIER, Montreal, Canada"
181,2006,6/1/06,6:27,6/1/06 6:27,,GOUIN,,FREDMIR,,GOUIN & FREDMIR,2,"GOUIN & FREDMIR, Montreal, Canada"
182,2006,6/1/06,9:00,6/1/06 9:00,,ONTARIO,,MONTCALM,,ONTARIO & MONTCALM,2,"ONTARIO & MONTCALM, Montreal, Canada"
183,2006,6/1/06,9:30,6/1/06 9:30,,ST URBAIN,,PRINCE ARTHUR,,ST URBAIN & PRINCE ARTHUR,6,"ST URBAIN & PRINCE ARTHUR, Montreal, Canada"
184,2006,6/1/06,13:30,6/1/06 13:30,,SHERBROOKE,,STANLEY,,STANLEY & SHERBROOKE,3,"STANLEY & SHERBROOKE, Montreal, Canada"
185,2006,6/1/06,15:45,6/1/06 15:45,,CHAPLEAU,,SHERBROOKE,,SHERBROOKE & CHAPLEAU,1,"SHERBROOKE & CHAPLEAU, Montreal, Canada"
186,2006,6/1/06,17:05,6/1/06 17:05,120,GRAHAM,,MARKAM,,MARKAM & GRAHAM,1,"120 GRAHAM , Montreal, Canada"
187,2006,6/1/06,19:15,6/1/06 19:15,,CHRISTOPHE COLOMB,,HENRI BOURASSA,,HENRI BOURASSA & CHRISTOPHE COLOMB,4,"HENRI BOURASSA & CHRISTOPHE COLOMB, Montreal, Canada"
188,2006,6/1/06,22:25,6/1/06 22:25,,CHRISTOPHE COLOMB,,SAUVE,E,SAUVE & CHRISTOPHE COLOMB,4,"SAUVE & CHRISTOPHE COLOMB, Montreal, Canada"
189,2006,6/1/06,23:20,6/1/06 23:20,,VAN HORNE,,ST URBAIN,,VAN HORNE & ST URBAIN,4,"VAN HORNE & ST URBAIN, Montreal, Canada"
190,2006,6/1/06,23:20,6/1/06 23:20,,VAN HORNE,,ST URBAIN,,VAN HORNE & ST URBAIN,4,"VAN HORNE & ST URBAIN, Montreal, Canada"
191,2006,6/2/06,15:40,6/2/06 15:40,2001,MCGILL COLLEGE,,PRESIDENT KENNEDY,,PRESIDENT KENNEDY & MCGILL COLLEGE,3,"2001 MCGILL COLLEGE , Montreal, Canada"
192,2006,6/2/06,17:58,6/2/06 17:58,,STE MADELEINE,,FAVARD,,STE MADELEINE & FAVARD,1,"STE MADELEINE & FAVARD, Montreal, Canada"
193,2006,6/2/06,18:00,6/2/06 18:00,,BLEURY,,DE LA GAUCHETIERE,,DE LA GAUCHETIERE & BLEURY,3,"DE LA GAUCHETIERE & BLEURY, Montreal, Canada"
194,2006,6/2/06,22:35,6/2/06 22:35,1112,BELLECHASSE,,CHRISTOPHE COLOMB,,CHRISTOPHE COLOMB & BELLECHASSE,3,"1112 BELLECHASSE , Montreal, Canada"
195,2006,6/3/06,3:35,6/3/06 3:35,,STE CATHERINE,,IBERVILLE,,STE CATHERINE & IBERVILLE,1,"STE CATHERINE & IBERVILLE, Montreal, Canada"
196,2006,6/3/06,8:50,6/3/06 8:50,3202,BEAUBIEN,,,,,1,"3202 BEAUBIEN , Montreal, Canada"
197,2006,6/4/06,13:50,6/4/06 13:50,1055,JARRY,E,CHRISTOPHE COLOMB,,JARRY & CHRISTOPHE COLOMB,12,"1055 JARRY E, Montreal, Canada"
198,2006,6/4/06,15:50,6/4/06 15:50,,BOURGET,,STE EMILIE,,STE EMILIE & BOURGET,1,"STE EMILIE & BOURGET, Montreal, Canada"
199,2006,6/4/06,15:50,6/4/06 15:50,,JEAN DARCET,,CHARLES RENARD,,JEAN DARCET & CHARLES RENARD,1,"JEAN DARCET & CHARLES RENARD, Montreal, Canada"
200,2006,6/5/06,8:20,6/5/06 8:20,,SOMERLED,,WEST BROADWAY,,WEST BROADWAY & SOMERLED,1,"WEST BROADWAY & SOMERLED, Montreal, Canada"
201,2006,6/5/06,8:33,6/5/06 8:33,,ELM,,BROWN OWL,,ELM & BROWN OWL,1,"ELM & BROWN OWL, Montreal, Canada"
202,2006,6/5/06,8:45,6/5/06 8:45,,BELANGER,,42E AV,,BELANGER & 42E AV,2,"BELANGER & 42E AV, Montreal, Canada"
203,2006,6/5/06,9:25,6/5/06 9:25,,ONTARIO,,DUFRESNE,,ONTARIO & DUFRESNE,1,"ONTARIO & DUFRESNE, Montreal, Canada"
204,2006,6/5/06,15:50,6/5/06 15:50,,SHERBROOKE,,DELPHIS DELORME,,SHERBROOKE & DELPHIS DELORME,1,"SHERBROOKE & DELPHIS DELORME, Montreal, Canada"
205,2006,6/5/06,16:16,6/5/06 16:16,,DE LORIMIER,,ST JOSEPH,,ST JOSEPH & DE LORIMIER,3,"ST JOSEPH & DE LORIMIER, Montreal, Canada"
206,2006,6/5/06,17:12,6/5/06 17:12,,LAURIER,,HENRI JULIEN,,LAURIER & HENRI JULIEN,4,"LAURIER & HENRI JULIEN, Montreal, Canada"
207,2006,6/6/06,8:10,6/6/06 8:10,,BERRI,,ONTARIO,,ONTARIO & BERRI,24,"ONTARIO & BERRI, Montreal, Canada"
208,2006,6/6/06,8:15,6/6/06 8:15,10765,COTE DE LIESSE,,55E AV,,COTE DE LIESSE & 55E AV,1,"10765 COTE DE LIESSE , Montreal, Canada"
209,2006,6/6/06,15:00,6/6/06 15:00,,HENRI BOURASSA,,OLYMPIA,,OLYMPIA & HENRI BOURASSA,1,"OLYMPIA & HENRI BOURASSA, Montreal, Canada"
210,2006,6/6/06,20:00,6/6/06 20:00,,BRUNSWICK,,SELKIRK,,SELKIRK & BRUNSWICK,1,"SELKIRK & BRUNSWICK, Montreal, Canada"
211,2006,6/7/06,7:55,6/7/06 7:55,,JEAN TALON,,CLARK,,JEAN TALON & CLARK,6,"JEAN TALON & CLARK, Montreal, Canada"
212,2006,6/7/06,8:45,6/7/06 8:45,,MASSON,,PAPINEAU,,PAPINEAU & MASSON,3,"PAPINEAU & MASSON, Montreal, Canada"
213,2006,6/7/06,16:55,6/7/06 16:55,3942,ST DENIS,,DULUTH,,ST DENIS & DULUTH,4,"3942 ST DENIS , Montreal, Canada"
214,2006,6/8/06,14:10,6/8/06 14:10,,LESAGE,,HICKSON,,LESAGE & HICKSON,1,"LESAGE & HICKSON, Montreal, Canada"
215,2006,6/8/06,16:30,6/8/06 16:30,,DU PARC,,ST VIATEUR,,ST VIATEUR & DU PARC,4,"ST VIATEUR & DU PARC, Montreal, Canada"
216,2006,6/9/06,7:40,6/9/06 7:40,,ST HUBERT,,ONTARIO,,ST HUBERT & ONTARIO,7,"ST HUBERT & ONTARIO, Montreal, Canada"
217,2006,6/9/06,8:24,6/9/06 8:24,,CLARK,,PRINCE ARTHUR,,PRINCE ARTHUR & CLARK,4,"PRINCE ARTHUR & CLARK, Montreal, Canada"
218,2006,6/9/06,17:15,6/9/06 17:15,,ONTARIO,E,ST ANDRE,,ST ANDRE & ONTARIO,1,"ST ANDRE & ONTARIO, Montreal, Canada"
219,2006,6/9/06,21:07,6/9/06 21:07,,MONT ROYAL,,DU PARC,,MONT ROYAL & DU PARC,7,"MONT ROYAL & DU PARC, Montreal, Canada"
220,2006,6/9/06,22:15,6/9/06 22:15,,BELLECHASSE,,CHRISTOPHE COLOMB,,CHRISTOPHE COLOMB & BELLECHASSE,3,"CHRISTOPHE COLOMB & BELLECHASSE, Montreal, Canada"
221,2006,6/10/06,7:35,6/10/06 7:35,,51E RUE,,PIE IX,,PIE IX & 51E RUE,1,"PIE IX & 51E RUE, Montreal, Canada"
222,2006,6/10/06,12:05,6/10/06 12:05,,PRINCE ALBERT,,8E AV,,PRINCE ALBERT & 8E AV,1,"PRINCE ALBERT & 8E AV, Montreal, Canada"
223,2006,6/12/06,8:00,6/12/06 8:00,7596,MAURICE DUPLESSIS,,FERNAND GAUTHIER,,MAURICE DUPLESSIS & FERNAND GAUTHIER,1,"7596 MAURICE DUPLESSIS , Montreal, Canada"
224,2006,6/12/06,9:03,6/12/06 9:03,,PAPINEAU,,SHERBROOKE,,SHERBROOKE & PAPINEAU,12,"SHERBROOKE & PAPINEAU, Montreal, Canada"
225,2006,6/12/06,15:03,6/12/06 15:03,,DE LORIMIER,,GOUIN,,GOUIN & DE LORIMIER,2,"GOUIN & DE LORIMIER, Montreal, Canada"
226,2006,6/12/06,19:30,6/12/06 19:30,,CATHEDRALE,,ST ANTOINE,,ST ANTOINE & CATHEDRALE,2,"ST ANTOINE & CATHEDRALE, Montreal, Canada"
227,2006,6/13/06,7:52,6/13/06 7:52,3913,ST URBAIN,,BAGG,,ST URBAIN & BAGG,7,"3913 ST URBAIN , Montreal, Canada"
228,2006,6/13/06,8:04,6/13/06 8:04,,ST PIERRE,,AUTOROUTE 20,,ST PIERRE & AUTOROUTE 20,2,"ST PIERRE & AUTOROUTE 20, Montreal, Canada"
229,2006,6/13/06,8:50,6/13/06 8:50,,DE MAISONNEUVE,,BERRI,,DE MAISONNEUVE & BERRI,5,"DE MAISONNEUVE & BERRI, Montreal, Canada"
230,2006,6/13/06,9:00,6/13/06 9:00,,BERRI,,ONTARIO,,ONTARIO & BERRI,24,"ONTARIO & BERRI, Montreal, Canada"
231,2006,6/13/06,10:30,6/13/06 10:30,,ST DENIS,,BELANGER,,ST DENIS & BELANGER,4,"ST DENIS & BELANGER, Montreal, Canada"
232,2006,6/13/06,16:35,6/13/06 16:35,,LAJEUNESSE,,LIEGE,,LIEGE & LAJEUNESSE,1,"LIEGE & LAJEUNESSE, Montreal, Canada"
233,2006,6/13/06,16:44,6/13/06 16:44,5400,COTE DE LIESSE,,DECARIE,,DECARIE & COTE DE LIESSE,2,"5400 COTE DE LIESSE , Montreal, Canada"
234,2006,6/14/06,11:22,6/14/06 11:22,,VIAU,,JEAN TALON,,VIAU & JEAN TALON,6,"VIAU & JEAN TALON, Montreal, Canada"
235,2006,6/14/06,12:40,6/14/06 12:40,,RENE LEVESQUE,O,CATHEDRALE,,RENE LEVESQUE & CATHEDRALE,1,"RENE LEVESQUE & CATHEDRALE, Montreal, Canada"
236,2006,6/14/06,14:01,6/14/06 14:01,,DE SALABERRY,,ST GERMAIN,,ST GERMAIN & DE SALABERRY,1,"ST GERMAIN & DE SALABERRY, Montreal, Canada"
237,2006,6/14/06,15:21,6/14/06 15:21,,LACORDAIRE,,PAIMPOL,,PAIMPOL & LACORDAIRE,3,"PAIMPOL & LACORDAIRE, Montreal, Canada"
238,2006,6/14/06,15:40,6/14/06 15:40,6300,JOSEPH RENAUD,,DES VETERANS,,JOSEPH RENAUD & DES VETERANS,1,"6300 JOSEPH RENAUD , Montreal, Canada"
239,2006,6/14/06,16:04,6/14/06 16:04,5518,SHERBROOKE,O,,,,1,"5518 SHERBROOKE O, Montreal, Canada"
240,2006,6/14/06,21:30,6/14/06 21:30,,PAPINEAU,,RACHEL,,RACHEL & PAPINEAU,11,"RACHEL & PAPINEAU, Montreal, Canada"
241,2006,6/15/06,7:42,6/15/06 7:42,,LANGELIER,,JARRY,,LANGELIER & JARRY,1,"LANGELIER & JARRY, Montreal, Canada"
242,2006,6/15/06,10:10,6/15/06 10:10,,VIAU,,CANNES,,VIAU & CANNES,1,"VIAU & CANNES, Montreal, Canada"
243,2006,6/16/06,11:30,6/16/06 11:30,,FLEURY,,PARC GEORGES,,PARC GEORGES & FLEURY,1,"PARC GEORGES & FLEURY, Montreal, Canada"
244,2006,6/16/06,14:12,6/16/06 14:12,,HAMPTON,,FIELDING,,HAMPTON & FIELDING,2,"HAMPTON & FIELDING, Montreal, Canada"
245,2006,6/16/06,14:57,6/16/06 14:57,6147,15E AV,,BELLECHASSE,,BELLECHASSE & 15E AV,1,"6147 15E AV , Montreal, Canada"
246,2006,6/16/06,15:55,6/16/06 15:55,,VAN HORNE,,COTE DES NEIGES,,VAN HORNE & COTE DES NEIGES,2,"VAN HORNE & COTE DES NEIGES, Montreal, Canada"
247,2006,6/16/06,17:25,6/16/06 17:25,,BELANGER,,SAGARD,,SAGARD & BELANGER,2,"SAGARD & BELANGER, Montreal, Canada"
248,2006,6/16/06,18:35,6/16/06 18:35,,BEAUBIEN,,PIERRE GADOIS,,PIERRE GADOIS & BEAUBIEN,1,"PIERRE GADOIS & BEAUBIEN, Montreal, Canada"
249,2006,6/16/06,20:04,6/16/06 20:04,,DE LORIMIER,,EVERETT,,EVERETT & DE LORIMIER,2,"EVERETT & DE LORIMIER, Montreal, Canada"
250,2006,6/17/06,13:55,6/17/06 13:55,965,DE MAISONNEUVE,,LABRECQUE,,LABRECQUE & DE MAISONNEUVE,1,"965 DE MAISONNEUVE , Montreal, Canada"
251,2006,6/17/06,18:28,6/17/06 18:28,,PAPINEAU,,L O DAVID,,PAPINEAU & L O DAVID,2,"PAPINEAU & L O DAVID, Montreal, Canada"
252,2006,6/17/06,19:44,6/17/06 19:44,,ADAM,,D'ORLEANS,,D'ORLEANS & ADAM,2,"D'ORLEANS & ADAM, Montreal, Canada"
253,2006,6/17/06,19:44,6/17/06 19:44,,ADAM,,D'ORLEANS,,D'ORLEANS & ADAM,2,"D'ORLEANS & ADAM, Montreal, Canada"
254,2006,6/18/06,10:00,6/18/06 10:00,208,AV MARTIN,,DAWSON,,DAWSON & AV MARTIN,2,"208 AV MARTIN , Montreal, Canada"
255,2006,6/18/06,17:55,6/18/06 17:55,,MONT ROYAL,,JEANNE MANCE,,MONT ROYAL & JEANNE MANCE,2,"MONT ROYAL & JEANNE MANCE, Montreal, Canada"
256,2006,6/19/06,10:20,6/19/06 10:20,155,ATWATER,,NOTRE DAME,,NOTRE DAME & ATWATER,3,"155 ATWATER , Montreal, Canada"
257,2006,6/19/06,13:00,6/19/06 13:00,,ST URBAIN,,PRES,O,ST URBAIN & PRES,1,
258,2006,6/19/06,17:21,6/19/06 17:21,,RACHEL,,FULLUM,,RACHEL & FULLUM,4,"RACHEL & FULLUM, Montreal, Canada"
259,2006,6/19/06,17:30,6/19/06 17:30,2175,DE MAISONNEUVE,,,,,1,"2175 DE MAISONNEUVE , Montreal, Canada"
260,2006,6/19/06,22:42,6/19/06 22:42,,LAURIER,,COTE STE CATHERINE,,LAURIER & COTE STE CATHERINE,2,"LAURIER & COTE STE CATHERINE, Montreal, Canada"
261,2006,6/20/06,11:00,6/20/06 11:00,400,LAFLEUR,,,,,1,"400 LAFLEUR , Montreal, Canada"
262,2006,6/20/06,14:12,6/20/06 14:12,,BATES,,DE VIMY,,DE VIMY & BATES,1,"DE VIMY & BATES, Montreal, Canada"
263,2006,6/20/06,15:10,6/20/06 15:10,,VICTORIA,,CARLTON,,VICTORIA & CARLTON,2,"VICTORIA & CARLTON, Montreal, Canada"
264,2006,6/21/06,8:00,6/21/06 8:00,10071,MARCHE CENTRAL,,,,,1,"10071 MARCHE CENTRAL , Montreal, Canada"
265,2006,6/21/06,10:25,6/21/06 10:25,,RIVARD,,GILFORD,,RIVARD & GILFORD,1,"RIVARD & GILFORD, Montreal, Canada"
266,2006,6/21/06,15:37,6/21/06 15:37,,BERRI,,VIGER,,VIGER & BERRI,13,"VIGER & BERRI, Montreal, Canada"
267,2006,6/21/06,16:04,6/21/06 16:04,,ATWATER,,WORKMAN,,WORKMAN & ATWATER,3,"WORKMAN & ATWATER, Montreal, Canada"
268,2006,6/21/06,16:45,6/21/06 16:45,,MOLSON,,ROSEMONT,,ROSEMONT & MOLSON,3,"ROSEMONT & MOLSON, Montreal, Canada"
269,2006,6/21/06,17:15,6/21/06 17:15,,ROSEMONT,,ST HUBERT,,ST HUBERT & ROSEMONT,2,"ST HUBERT & ROSEMONT, Montreal, Canada"
270,2006,6/21/06,17:17,6/21/06 17:17,,MULLINS,,WELLINGTON,,WELLINGTON & MULLINS,1,"WELLINGTON & MULLINS, Montreal, Canada"
271,2006,6/21/06,20:15,6/21/06 20:15,,ATWATER,,ST ANTOINE,,ST ANTOINE & ATWATER,13,"ST ANTOINE & ATWATER, Montreal, Canada"
272,2006,6/21/06,21:20,6/21/06 21:20,6715,CHRISTOPHE COLOMB,,,,,1,"6715 CHRISTOPHE COLOMB , Montreal, Canada"
273,2006,6/21/06,21:50,6/21/06 21:50,,CHRISTOPHE COLOMB,,ST ZOTIQUE,,ST ZOTIQUE & CHRISTOPHE COLOMB,4,"ST ZOTIQUE & CHRISTOPHE COLOMB, Montreal, Canada"
274,2006,6/21/06,22:19,6/21/06 22:19,,FLEURY,,MILLEN,,MILLEN & FLEURY,1,"MILLEN & FLEURY, Montreal, Canada"
275,2006,6/21/06,22:44,6/21/06 22:44,,ST DENIS,,ONTARIO,,ST DENIS & ONTARIO,2,"ST DENIS & ONTARIO, Montreal, Canada"
276,2006,6/22/06,11:40,6/22/06 11:40,,ST HUBERT,,ONTARIO,,ST HUBERT & ONTARIO,7,"ST HUBERT & ONTARIO, Montreal, Canada"
277,2006,6/22/06,16:50,6/22/06 16:50,,ST DENIS,,MARIE ANNE,,ST DENIS & MARIE ANNE,5,"ST DENIS & MARIE ANNE, Montreal, Canada"
278,2006,6/22/06,19:00,6/22/06 19:00,4522,ST URBAIN,,MONT ROYAL,,ST URBAIN & MONT ROYAL,3,"4522 ST URBAIN , Montreal, Canada"
279,2006,6/23/06,6:20,6/23/06 6:20,,ST LAURENT,,ST ANTOINE,,ST LAURENT & ST ANTOINE,1,"ST LAURENT & ST ANTOINE, Montreal, Canada"
280,2006,6/23/06,6:55,6/23/06 6:55,,JEAN TALON,,ST MICHEL,,ST MICHEL & JEAN TALON,1,"ST MICHEL & JEAN TALON, Montreal, Canada"
281,2006,6/23/06,15:30,6/23/06 15:30,8365,ST LAURENT,,,,,1,"8365 ST LAURENT , Montreal, Canada"
282,2006,6/23/06,16:25,6/23/06 16:25,,DISRAELI,,DE LORIMIER,,DISRAELI & DE LORIMIER,1,"DISRAELI & DE LORIMIER, Montreal, Canada"
283,2006,6/23/06,19:00,6/23/06 19:00,,FINCHLEY,,CH FLEET,,FINCHLEY & CH FLEET,1,"FINCHLEY & CH FLEET, Montreal, Canada"
284,2006,6/23/06,20:20,6/23/06 20:20,3060,ST JOSEPH,,32E AV,,ST JOSEPH & 32E AV,2,"3060 ST JOSEPH , Montreal, Canada"
285,2006,6/23/06,23:10,6/23/06 23:10,,PIERREFONDS,,JACQUES BIZARD,,PIERREFONDS & JACQUES BIZARD,1,"PIERREFONDS & JACQUES BIZARD, Montreal, Canada"
286,2006,6/24/06,0:15,6/24/06 0:15,,RACHEL,,HENRI JULIEN,,RACHEL & HENRI JULIEN,2,"RACHEL & HENRI JULIEN, Montreal, Canada"
287,2006,6/24/06,11:30,6/24/06 11:30,,DE LORIMIER,,GOUIN,,GOUIN & DE LORIMIER,2,"GOUIN & DE LORIMIER, Montreal, Canada"
288,2006,6/24/06,11:30,6/24/06 11:30,,VERVILLE,,CREMAZIE,,VERVILLE & CREMAZIE,2,"VERVILLE & CREMAZIE, Montreal, Canada"
289,2006,6/24/06,12:05,6/24/06 12:05,1400,RENE LEVESQUE,,,,,1,"1400 RENE LEVESQUE , Montreal, Canada"
290,2006,6/24/06,19:27,6/24/06 19:27,,VICTORIA,,WESTMOUNT,,WESTMOUNT & VICTORIA,1,"WESTMOUNT & VICTORIA, Montreal, Canada"
291,2006,6/24/06,20:05,6/24/06 20:05,7132,MOUSSEAU,,GEORGES,,MOUSSEAU & GEORGES,1,"7132 MOUSSEAU , Montreal, Canada"
292,2006,6/24/06,21:16,6/24/06 21:16,4364,ST DENIS,,,,,1,"4364 ST DENIS , Montreal, Canada"
293,2006,6/24/06,23:12,6/24/06 23:12,,LAURIER,,ST URBAIN,,ST URBAIN & LAURIER,3,"ST URBAIN & LAURIER, Montreal, Canada"
294,2006,6/25/06,10:00,6/25/06 10:00,,SHERBROOKE,E,ST HUBERT,,ST HUBERT & SHERBROOKE,1,"ST HUBERT & SHERBROOKE, Montreal, Canada"
295,2006,6/25/06,13:30,6/25/06 13:30,,MONTREAL,,,,,,
296,2006,6/25/06,14:50,6/25/06 14:50,,HONORE BEAUGRAND,,HOCHELAGA,,HONORE BEAUGRAND & HOCHELAGA,3,"HONORE BEAUGRAND & HOCHELAGA, Montreal, Canada"
297,2006,6/25/06,17:30,6/25/06 17:30,,GOUIN,,CHARTRAND,,GOUIN & CHARTRAND,1,"GOUIN & CHARTRAND, Montreal, Canada"
298,2006,6/25/06,17:47,6/25/06 17:47,,LACORDAIRE,,HENRI BOURASSA,,LACORDAIRE & HENRI BOURASSA,4,"LACORDAIRE & HENRI BOURASSA, Montreal, Canada"
299,2006,6/26/06,9:20,6/26/06 9:20,,MCGILL COLLEGE,,PRESIDENT KENNEDY,,PRESIDENT KENNEDY & MCGILL COLLEGE,3,"PRESIDENT KENNEDY & MCGILL COLLEGE, Montreal, Canada"
300,2006,6/26/06,14:20,6/26/06 14:20,,DE LA PELTRIE,,VICTORIA,,VICTORIA & DE LA PELTRIE,1,"VICTORIA & DE LA PELTRIE, Montreal, Canada"
301,2006,6/26/06,15:10,6/26/06 15:10,,INDUSTRIEL,,DES RECOLLETS,,INDUSTRIEL & DES RECOLLETS,1,"INDUSTRIEL & DES RECOLLETS, Montreal, Canada"
302,2006,6/26/06,22:30,6/26/06 22:30,,SAUVE,,L'ACADIE,,SAUVE & L'ACADIE,1,"SAUVE & L'ACADIE, Montreal, Canada"
303,2006,6/27/06,17:00,6/27/06 17:00,,GRAHAM,,LAZARD,,LAZARD & GRAHAM,1,"LAZARD & GRAHAM, Montreal, Canada"
304,2006,6/27/06,17:40,6/27/06 17:40,,PEEL,,RENE LEVESQUE,,RENE LEVESQUE & PEEL,4,"RENE LEVESQUE & PEEL, Montreal, Canada"
305,2006,6/27/06,21:18,6/27/06 21:18,,JEAN TALON,,VICTORIA,,VICTORIA & JEAN TALON,1,"VICTORIA & JEAN TALON, Montreal, Canada"
306,2006,6/28/06,12:45,6/28/06 12:45,,LACORDAIRE,,SHERBROOKE,,SHERBROOKE & LACORDAIRE,1,"SHERBROOKE & LACORDAIRE, Montreal, Canada"
307,2006,6/29/06,15:25,6/29/06 15:25,1107,STE CATHERINE,,PEEL,,STE CATHERINE & PEEL,2,"1107 STE CATHERINE , Montreal, Canada"
308,2006,6/29/06,19:05,6/29/06 19:05,,LACORDAIRE,,METROPOLITAIN,,METROPOLITAIN & LACORDAIRE,2,"METROPOLITAIN & LACORDAIRE, Montreal, Canada"
309,2006,6/29/06,19:40,6/29/06 19:40,8520,NEWMAN,,SHEVCHENKO,,SHEVCHENKO & NEWMAN,4,"8520 NEWMAN , Montreal, Canada"
310,2006,6/30/06,15:00,6/30/06 15:00,3100,WELLINGTON,,GILBERTE DUBE,,WELLINGTON & GILBERTE DUBE,11,"3100 WELLINGTON , Montreal, Canada"
311,2006,6/30/06,17:06,6/30/06 17:06,6655,ST DOMINIQUE,,ST ZOTIQUE,,ST ZOTIQUE & ST DOMINIQUE,1,"6655 ST DOMINIQUE , Montreal, Canada"
312,2006,6/30/06,17:30,6/30/06 17:30,3700,BOUL. ST CHARLES,,DU BARRY,,DU BARRY & BOUL. ST CHARLES,1,"DU BARRY & BOUL. ST CHARLES, Montreal, Canada"
313,2006,7/1/06,9:46,7/1/06 9:46,,CH TOUR DE L'ILE,,CH JACQUES CARTIER,,CH TOUR DE L'ILE & CH JACQUES CARTIER,1,"CH TOUR DE L'ILE & CH JACQUES CARTIER, Montreal, Canada"
314,2006,7/1/06,11:30,7/1/06 11:30,,SHERBROOKE,,MCGILL COLLEGE,,SHERBROOKE & MCGILL COLLEGE,6,"SHERBROOKE & MCGILL COLLEGE, Montreal, Canada"
315,2006,7/2/06,2:05,7/2/06 2:05,,AMHERST,,DE MAISONNEUVE,,DE MAISONNEUVE & AMHERST,2,"DE MAISONNEUVE & AMHERST, Montreal, Canada"
316,2006,7/2/06,10:34,7/2/06 10:34,,MONKLAND,,MADISON,,MONKLAND & MADISON,2,"MONKLAND & MADISON, Montreal, Canada"
317,2006,7/3/06,10:06,7/3/06 10:06,4397,STE ANNE,,,,,1,"4397 STE ANNE , Montreal, Canada"
318,2006,7/3/06,19:45,7/3/06 19:45,453,SOULIGNY,,MERCIER,,SOULIGNY & MERCIER,1,"453 SOULIGNY , Montreal, Canada"
319,2006,7/4/06,8:25,7/4/06 8:25,6583,SHERBROOKE,E,LANGELIER,,SHERBROOKE & LANGELIER,2,"6583 SHERBROOKE E, Montreal, Canada"
320,2006,7/4/06,12:20,7/4/06 12:20,,ATWATER,,CENTRE,,CENTRE & ATWATER,1,"CENTRE & ATWATER, Montreal, Canada"
321,2006,7/4/06,13:53,7/4/06 13:53,6624,SOMERLED,,WALKLEY,,WALKLEY & SOMERLED,1,"6624 SOMERLED , Montreal, Canada"
